leaf_size,metric,n_neighbors,weights,f1_macro_score,loss
30,<function chi_square_distance at 0x0000022CE0295240>,10,uniform,0.6864116836462423,0.3135883163537577
30,<function chi_square_distance at 0x0000022CE0295240>,10,distance,0.7178883132822816,0.28211168671771836
30,<function bhattacharyya_distance at 0x0000022CE0295AB0>,3,uniform,0.766417735816733,0.233582264183267
30,<function bhattacharyya_distance at 0x0000022CE0295AB0>,3,distance,0.7817172171852356,0.21828278281476443
30,<function bhattacharyya_distance at 0x0000022CE0295AB0>,4,uniform,0.7448068092675143,0.2551931907324857
30,<function bhattacharyya_distance at 0x0000022CE0295AB0>,4,distance,0.7852855205450658,0.21471447945493416
30,<function bhattacharyya_distance at 0x0000022CE0295AB0>,5,uniform,0.7512302226287147,0.24876977737128525
30,<function bhattacharyya_distance at 0x0000022CE0295AB0>,5,distance,0.7699165434015147,0.23008345659848528
30,<function bhattacharyya_distance at 0x0000022CE0295AB0>,6,uniform,0.7498704615579269,0.2501295384420731
30,<function bhattacharyya_distance at 0x0000022CE0295AB0>,6,distance,0.7718612475011511,0.22813875249884885
30,<function bhattacharyya_distance at 0x0000022CE0295AB0>,7,uniform,0.7496962242531616,0.2503037757468384
30,<function bhattacharyya_distance at 0x0000022CE0295AB0>,7,distance,0.7582583268074726,0.24174167319252737
30,<function bhattacharyya_distance at 0x0000022CE0295AB0>,10,uniform,0.7419622374979994,0.2580377625020006
30,<function bhattacharyya_distance at 0x0000022CE0295AB0>,10,distance,0.7622067894826673,0.2377932105173327
30,<function intersection_distance at 0x0000022CE02953F0>,3,uniform,0.7068730930335502,0.29312690696644983
30,<function intersection_distance at 0x0000022CE02953F0>,3,distance,0.07564474885304595,0.924355251146954
30,<function intersection_distance at 0x0000022CE02953F0>,4,uniform,0.7001041049426249,0.29989589505737513
30,<function intersection_distance at 0x0000022CE02953F0>,4,distance,0.07564474885304595,0.924355251146954
30,<function intersection_distance at 0x0000022CE02953F0>,5,uniform,0.7071327110154146,0.29286728898458536
30,<function intersection_distance at 0x0000022CE02953F0>,5,distance,0.07564474885304595,0.924355251146954
